time,SOPR,SOPR Smoothing,Upper Bollinger Band,Lower Bollinger Band,btc active adresses,btc sending adresses,btc receiving adresses,btc new adresses,btc blocks,btc blocksminted,btc meanblocksize,btc totalblocksize,btc difficulty,btc hashrate,btc totalvolume,btc totalvolume usd
1449187200,0.0963647999999973,0.272562460357728,0.626537437477584,-0.379097137477586,397955.105982158,270718.677856994,325497.075774011,199082.454797308,386043.465344552,155.007701210773,589383.113024291,91177643.1186277,3.06613369909548E+020,5.47867057262094E+017,2252477.69966382,804599383.114554
1449273600,0.169333800000002,0.274318922110869,0.626738410596451,-0.347338210596454,408575.450349038,275055.100064813,337854.880178736,203746.917561434,386202.108009179,158.642664626996,586611.374032862,92867934.5516045,3.07229120835085E+020,5.57325108971606E+017,2735135.58592641,992723987.951403
1449360000,0.256504799999999,0.302171481727074,0.630159659172029,-0.309507239172032,412352.641194668,272682.900053029,343885.629237148,203037.296186628,386360.815643874,158.707634694815,588028.662230432,93166605.9058582,3.13187462501433E+020,5.59313899853663E+017,3234953.4183227,1203101484.1783
1449446400,0.332091600000002,0.347865030503971,0.55324164886927,-0.268566908869272,416577.979159274,281505.645497933,345094.969375848,206285.060516332,386517.394617715,156.578973841212,606238.843618344,94620522.1047931,3.18062469319354E+020,5.62146442037433E+017,3227618.18360544,1212128269.84
1449532800,0.310850999999994,0.378814115866883,0.570232056703406,-0.260898696703409,423536.528403042,287517.164498309,352892.247671149,210449.77678609,386677.322869039,159.928251324628,608202.266337087,97049807.5402852,3.2205111126129E+020,5.8289461791154E+017,3187063.66075052,1207566747.45976
1449619200,0.677777999999996,0.515326094800176,0.652249805429405,-0.268209905429409,435648.068693398,299886.58913498,362909.839003667,221515.09009771,386838.718711032,161.395841992878,622660.736310431,100411225.62387,3.25314545577419E+020,5.95407687379824E+017,3324632.56151925,1286457994.04675
1449705600,0.280056600000003,0.506496077563781,0.643634740889709,-0.213713560889713,446015.874385508,306991.391110438,374375.141003,234518.528261763,387010.042581754,171.323870721445,606218.418934124,103056683.874075,3.27984628199707E+020,6.40126376109958E+017,3309329.74687484,1297150065.27048
1449792000,0.508336199999997,0.568447154370365,0.675437096248026,-0.19492637624803,448625.715406324,306082.41090854,376712.024457,239986.250395987,387179.307566889,169.264985135728,611861.62003701,102857462.078789,3.30169241254305E+020,6.37522632572539E+017,3393467.7024708,1358267843.95371
1449878400,0.205121399999997,0.527251126303025,0.676603020948343,-0.189924000948347,463673.403514265,312764.69983426,389096.929101182,246826.386687626,387347.251645637,167.944078747414,625918.602701438,104455442.4281,3.31956651935341E+020,6.36911484238951E+017,3387158.20927465,1375645581.97332
1449964800,0.132426600000004,0.471516557884295,0.664872783132689,-0.156985683132692,466248.057420763,307615.299864395,391950.214719149,242625.589108058,387510.478619157,163.226973520611,637357.142287093,103247896.7139,3.33419078856188E+020,6.21094854841057E+017,3717564.6143255,1538142420.34474
1450051200,0.400247999999999,0.507073547359877,0.660309229553315,-0.102260329553319,477555.501526078,322005.972616323,395717.084770213,247183.845633865,387679.482506583,169.003887425955,636012.887978483,106810630.038645,3.34615609973245E+020,6.45605655874994E+017,3922528.19061674,1647149262.77528
1450137600,0.416335800000001,0.541040720567172,0.66417617485409,-0.0655967948540934,480571.046703155,323708.886686082,400262.160266538,249818.055518617,387851.03114175,171.54863516669,633354.529806539,108065919.304346,3.35594589978109E+020,6.58173463857181E+017,4000950.28352344,1708975804.98024
1450224000,0.164104199999997,0.492398225918595,0.643562591588963,-0.0762385315889664,481040.492757127,326766.543652249,399687.949308985,250634.227242505,388021.025479614,169.994337863656,641165.074861234,108461014.33992,3.36395573618453E+020,6.53992417724289E+017,4078410.0890994,1765145117.98337
1450310400,0.187355999999999,0.459645821206122,0.635185899035653,-0.0854199390356573,476646.584983104,325620.262988204,396796.140343715,249630.913198413,388188.293574229,167.268094615718,647609.210223708,107808868.459934,3.37050923869643E+020,6.45341055553715E+017,4095879.29266535,1789111194.72345
1450396800,0.181017600000004,0.43092767189592,0.634072075787969,-0.0785360357879732,472093.751349812,324658.57880853,394175.933008494,248744.92898052,388355.876560733,167.582986503769,641109.213959257,107008021.467219,3.48496210438799E+020,6.50644050148675E+017,4088865.041902,1802642583.66536
1450483200,0.315979799999999,0.448328640642116,0.631756170913536,-0.0791144709135397,477998.160195301,323177.92811607,403290.672461495,249516.578256789,388521.535367872,165.658807139448,643317.607020516,106199489.200452,3.57860535813563E+020,6.62166265291851E+017,4049993.39114406,1800724253.20159
1450569600,0.0442782000000053,0.380231978707187,0.568662694227003,-0.0773189142270059,477256.676523428,317387.759367694,404475.459286678,245126.291301009,388687.074391896,165.539024023185,635453.768829458,104892486.073097,3.65522256574733E+020,6.81903554507928E+017,4030164.05591907,1797660023.3721
1450656000,-0.00511319999999982,0.309549437124062,0.576581784834899,-0.0985059248349005,481772.008064623,323115.257664477,406562.284870918,246871.147428098,388849.606320642,162.531928746242,659285.399634108,106587058.241625,3.71790937197509E+020,6.8404836099454E+017,4263672.5920952,1892843062.26798
1450742400,0.063311399999999,0.272452994010596,0.570079100264308,-0.0839854402643098,482473.642961964,323056.483543663,406888.051258024,247097.12062299,389009.859716889,160.253396246925,675741.406973361,107656505.106784,3.76919857707053E+020,6.83699024374149E+017,4359692.81713222,1930022604.99967
1450828800,0.126673199999998,0.261301904190487,0.570032760453582,-0.0837271804535835,480490.071514334,324764.759262997,402345.132847474,248254.007782446,389169.521586545,159.661869656575,677775.801999628,107691340.723732,3.81116247214861E+020,6.90341930037574E+017,4382438.20132318,1937446997.29967
1450915200,0.228975600000001,0.28317901251949,0.569791946419276,-0.0702252864192773,474665.694875365,320844.439396997,398797.835966115,246218.006367456,389325.244934446,155.723347900834,687204.160792845,106418221.501236,3.84549656812159E+020,6.81385533593206E+017,4436802.42366455,1972233485.39054
1451001600,0.241044600000007,0.304735737515948,0.571291718973098,-0.0645539789730991,456948.295807116,307267.450415725,385932.04760864,236924.550664282,389482.10949182,156.86455737341,658302.281950598,102628635.773738,3.87358810119039E+020,6.93547874083686E+017,4340873.49127406,1937274541.00741
1451088000,-0.187052399999998,0.192646694331231,0.602539525824074,-0.140157505824074,450155.514751277,300506.277612866,382479.67531616,227847.359634413,389641.544129671,159.434637850972,637308.294482706,100846128.360331,3.89657208279214E+020,7.09170188076946E+017,4041687.23535902,1796995352.41954
1451174400,-0.107899200000001,0.124923295361916,0.605327872587537,-0.186944932587538,442131.239341954,290576.954410527,373658.461622313,217693.476064519,389809.263378821,167.719249150795,602762.455574543,99182789.9311801,3.91537715864812E+020,7.5073682704712E+017,3569065.72928607,1580557539.78788
1451260800,-0.0166164000000002,0.0971746962052038,0.59776575994779,-0.21212955994779,436497.923097962,286964.962699522,366659.286781892,214800.116780061,389973.94276449,164.679385668832,612463.075933657,99162918.3073292,3.930763129803E+020,7.40757719117927E+017,3310781.58422562,1459162731.463
1451347200,0.0349979999999972,0.0901120241678932,0.503892097837191,-0.182533897837192,432545.027989242,288555.333117791,360197.780094275,214245.550092777,390137.589534583,163.646770092681,614028.777393403,99087994.069633,3.943351651657E+020,7.37418434321949E+017,3100427.69995252,1360350675.08958
1451433600,0.0549126000000033,0.0903682015919136,0.490999675448333,-0.192155875448333,427602.841082107,283275.27255092,356718.910986225,212831.813712272,390301.482346477,163.892811894012,603128.719795704,97694348.9660633,3.95365135135573E+020,7.45705257619053E+017,2952937.03102782,1291923093.37786
1451520000,0.390525000000004,0.192278528575203,0.463529508602263,-0.176466828602263,414405.051794451,277812.859359843,342876.018079639,207258.574855496,390461.394647117,159.912300640555,594358.967925038,94258122.2449609,4.05298746929105E+020,7.3484238289293E+017,2626770.68347483,1146967931.79547
1451606400,0.271795199999998,0.239680977925166,0.470726158280313,-0.176996098280312,396602.133286369,263417.430385326,328364.196610614,196034.833972678,390616.777438551,155.382791433181,576004.088908364,89231184.2004226,4.1342624748745E+020,7.26143606018491E+017,2322646.28971582,1013537835.84715
1451692800,0.0929376000000026,0.224265527393318,0.469560222080832,-0.179779062080831,400745.199961575,267769.715769812,329214.160863229,193372.136886737,390770.272449723,153.495011172603,576684.022586467,88291485.2548912,4.2007602067155E+020,7.29875379316441E+017,2088394.86086156,910896858.358791
1451779200,0.316580399999999,0.279423431503624,0.454067009619091,-0.172652609619091,399527.345423107,262033.221993483,330589.767979006,189653.566543694,390922.22291341,151.950463686675,572678.879921844,86861230.1176382,4.25516744185814E+020,7.32304782548946E+017,1871395.59088818,815316360.448583
1451865600,0.318079200000003,0.325006807593875,0.434450973709487,-0.162862233709486,402932.009891633,267104.090721941,333320.901073732,194227.463535749,391079.455110972,157.232197561825,569822.790252478,89397668.2780676,4.29968245242938E+020,7.67334846693721E+017,1724325.96337683,750712871.728393
1451952000,0.184135799999998,0.321713388031352,0.43595952359355,-0.162367623593549,408723.64445679,273047.528772497,338072.009969417,199119.015620159,391236.645090795,157.189979823311,582905.72821468,91463418.5911463,4.33610382471495E+020,7.74413143665898E+017,1663292.50078456,723546517.561858
1452038400,0.165421799999996,0.313347862934741,0.434273613984793,-0.162875133984792,403381.70910101,272768.341722952,333362.008156796,200218.649143766,391390.891437923,154.246347128164,597355.625470296,91814724.8473015,4.36590312931223E+020,7.6483602563335E+017,1603410.50165312,696584024.426401
1452124800,1.38308879999999,0.67549334240115,0.816675006843319,-0.42506940684332,408203.398355372,275920.825046052,338945.461219197,205031.985663081,391543.820267392,152.928829468498,616875.634197404,93956266.5114285,4.39028437852819E+020,7.63792421594497E+017,1603310.74483154,700842810.704923
1452211200,0.588277800000006,0.730942371055488,0.851803610556618,-0.432968210556618,409201.871381668,280148.311401315,339143.559179343,207062.897360703,391700.398400593,156.578133201498,610834.493139967,95231734.2366233,4.41023267334125E+020,7.84839982300016E+017,1528380.46394421,672072013.964406
1452297600,0.252182399999996,0.674462667227216,0.857887333197676,-0.418261513197676,416718.622039547,283584.436601076,348502.730237644,209617.825113302,391855.962327758,155.563927164862,615894.65995016,95451142.0117827,4.42655400546102E+020,7.84494830005536E+017,1404261.63965418,619251631.183186
1452384000,0.917945400000004,0.829998364094996,0.963087093065406,-0.431155413065406,419606.327123265,280093.448128153,351667.142921709,208490.402365429,392015.060086348,159.097758589433,598899.61840078,94718904.9187313,4.43990782264993E+020,8.04781857342215E+017,1359206.24591231,600421781.165606
1452470400,0.379688399999996,0.794146661532269,0.974135682730161,-0.410566302730162,424745.176737217,285552.63937758,354291.480572307,212610.147389897,392176.140070648,161.079984300445,609350.779761066,97785426.0244165,4.45083367307721E+020,8.15815221638722E+017,1442962.3589507,639426684.017279
1452556800,0.3716184,0.762367995799129,0.983634748608647,-0.395570848608647,430540.599148632,289256.341308929,359468.665922797,217005.575137188,392338.841875985,162.701805336728,608908.292531781,98765513.4745226,4.45977300524499E+020,8.27819120244891E+017,1412625.7953931,626790865.007819
1452643200,-0.249899400000002,0.548028542017468,0.999186687284213,-0.459010287284214,429671.035667063,291519.551980033,355923.817573197,218126.379657699,392498.870625806,160.028749820959,621171.449417895,99008263.2064276,4.53981427701863E+020,8.24413914259999E+017,1411385.76189281,622920072.580266
1452729600,-0.0136008000000021,0.444265534377928,0.996858022604696,-0.482146162604697,429293.211000324,292680.724347299,354971.668923525,219171.219719936,392653.985057477,155.114431671694,638879.616509378,98383002.0779862,4.60530259028797E+020,8.09693054772067E+017,1377527.82766068,605753440.843671
1452816000,-0.786409199999998,0.125184164491033,1.07689408514999,-0.622117905149987,426821.354454811,291787.5017387,351259.183664702,219484.997952675,392803.078683391,149.093625913204,665538.553597091,97919085.3365342,4.65888393750834E+020,7.87664916214646E+017,1440745.86060672,621462999.486006
1452902400,-0.672446399999997,-0.101348229052791,1.12540595071484,-0.727084490714845,440366.926372118,300556.501422572,361346.968452938,225771.725597643,392950.882559138,147.803875747167,680145.437578158,99372788.1844371,4.70272322159773E+020,7.89555733080816E+017,1446124.8106477,607692273.495321
1452988800,0.00205679999999653,-0.082298005588648,1.12550497989574,-0.725316199895746,457799.848849915,307372.773891196,379852.792370586,229595.411852617,393099.267548385,148.384989247682,693585.512142515,102007543.605449,4.73859172676178E+020,8.00260233267079E+017,3065805.63793855,1219891755.4502
1453075200,-0.060960000000001,-0.085807459117985,1.12506592153827,-0.734472941538271,460545.330877203,312516.451365524,381162.102848661,233847.518788505,393252.127994133,152.860445748103,688480.651816025,104393993.677185,4.76793868553237E+020,8.32331630117093E+017,4227984.3934535,1653635044.862
1453161600,-0.0159672000000022,-0.0750446483692611,1.12417187903,-0.740666879030004,452964.907081348,307930.005662701,373091.720512541,229644.515372413,393401.377449746,149.249455612085,704000.20794517,104126082.463152,4.79194983361739E+020,8.16371690288737E+017,5059489.85513259,1964067002.8373
1453248000,0.163099799999999,-0.0119759850293956,1.10836333587629,-0.747600855876291,484301.469430194,334060.550087665,383685.044055715,236835.330759247,393551.127004337,149.749554591706,732744.716787675,109019238.56076,4.81159531841423E+020,8.24219547406091E+017,4860174.35174146,1888689166.26237
1453334400,0.0785526000000036,0.0140052849759502,1.09871687681341,-0.757278656813412,490141.747715613,339048.450071726,389518.672409222,243260.906984838,393698.558458094,147.43145375685,752281.912275516,110126159.367895,4.82766889688437E+020,8.12817239745499E+017,4933508.21770736,1940905628.31681
1453420800,-0.405596400000001,-0.111449130474223,1.10699603799609,-0.815411217996095,492222.339040047,344564.004604139,391266.186516636,246252.196623959,393851.184192986,152.625734891968,735840.786696497,111282604.391914,4.84082000654176E+020,8.44067616953321E+017,5438913.02521915,2140306837.82193
1453507200,-0.00614279999999745,-0.0930471067516362,1.08968440892898,-0.830371908928984,488752.459214584,339905.094676114,393776.334422702,244466.706328694,394008.605248807,157.421055820701,705960.928069099,109649181.775202,4.85158000535235E+020,8.75102838823946E+017,9861589.17884756,3858884938.91882
1453593600,0.00709199999999743,-0.0739803600695213,1.0714943209856,-0.843280540985601,488500.921175569,332675.986553184,398914.455436756,242946.032450749,394168.495203569,159.889954762392,690165.39090821,108960897.088802,4.86038364074283E+020,8.87983626955867E+017,20314025.3625109,8011942923.78969
1453680000,0.0190734000000026,-0.0547495673296076,1.06352996801654,-0.851822428016547,493692.390052738,338131.079907151,402834.372630073,248659.844732431,394328.76880292,160.273599351048,695472.768767772,110338127.981747,4.86758661515322E+020,8.92512359910392E+017,19777542.6142376,7805246552.46345
1453766400,0.00919380000000025,-0.0420091005424061,1.05619610938009,-0.860111369380091,500959.228224967,344530.883560396,410686.850333696,255724.782053807,394488.992656935,160.223854014494,704073.299446359,111884670.166884,4.92802541239809E+020,8.96570771690982E+017,18070765.337852,7128622291.97438
1453852800,0.00708779999999631,-0.0322232640801516,0.784563762882214,-0.726079122882216,506069.186729519,349478.177458506,414794.513909388,259994.276225842,394648.26671931,159.274062375495,711335.730632065,112509745.409269,4.97747533741662E+020,9.00193994029646E+017,17311020.8121775,6828193097.01215
1453939200,-0.130315800000003,-0.0658541251564885,0.706007763885298,-0.7193824838853,508980.061869606,354397.963375141,417785.511380408,266041.498730235,394805.127315799,156.860596489041,726923.642621751,113211993.516674,5.01793436697724E+020,8.94313484374196E+017,15269139.2119463,6010916679.70014
1454025600,-0.159451800000001,-0.102199375128036,0.67807098753324,-0.732609127533242,513056.050620587,362988.879125115,416444.509311243,270992.862597465,394964.195076563,159.067760763761,719664.335894396,113737552.877279,5.05103720934501E+020,9.13121396937077E+017,13796787.7618335,5408614296.476
1454112000,0.0714438000000017,-0.0619680341956656,0.490407380760603,-0.629595680760605,510217.132325935,357265.264738731,416331.143981926,267149.796670653,395128.341426279,164.146349715804,692006.83388929,112354632.354137,5.07812135310046E+020,9.4880861101749E+017,11909689.8532414,4660436147.01562
1454198400,-0.0276588000000033,-0.0590825734328183,0.431501000454745,-0.611424020454747,504722.199175765,346185.58024078,413926.935985212,259254.197275989,395295.552076046,167.210649767476,667012.321650253,110175826.471567,5.1002811070822E+020,9.72241049042892E+017,10053366.6772891,3930044026.32642
1454284800,-0.314466600000003,-0.143633196445034,0.360177557594097,-0.608709077594099,522100.890234717,365524.565651547,413243.311260628,263140.525043991,395461.633516765,166.081440718844,687004.544365453,112887875.658555,5.11841181488543E+020,9.73872385918854E+017,9198116.08678329,3578103962.9558
1454371200,-0.0835260000000004,-0.142828978909573,0.365284361786291,-0.597178541786293,552390.001101132,392621.553714902,427111.981940514,273998.611399629,395630.245604626,168.612087860873,708256.56054143,118671955.356999,5.13324603036081E+020,9.83596902818846E+017,8219193.87121397,3186193016.95843
1454457600,-0.333881999999999,-0.218036437289651,0.355852423101032,-0.619774723101034,550642.36453729,397108.90758492,416392.894314966,269191.954781515,395800.746403785,170.500799158896,696894.193515614,118111904.201181,5.14538311574975E+020,9.95434086992156E+017,7010763.42557729,2713027433.05617
1454544000,0.155777400000003,-0.131188175964259,0.315127142960381,-0.484830782960382,534826.480075964,382105.288024025,412102.731712245,265395.417548512,395970.792512188,170.046108402733,689791.033872082,116730631.619148,5.15531345834071E+020,9.96620981407358E+017,6187158.13968064,2389971580.42739
1454630400,0.0245028000000058,-0.0999106894253007,0.247424618801747,-0.347433338801748,529467.120062153,377709.781110566,413623.325946382,266699.705266964,396144.102964517,173.310452329509,681973.431968842,117615482.961121,5.16343828409694E+020,1.01696657791633E+018,5695489.41327126,2200121697.12201
1454716800,-0.147249599999999,-0.126366200438882,0.241846754371157,-0.356786114371158,521300.189141761,367822.184545009,414836.175774313,266484.84976388,396322.266061878,178.163097360507,667641.848883598,118163566.96819,5.17008586880659E+020,1.04639203401695E+018,5229555.26397768,2014235972.75889
1454803200,0.00199620000000511,-0.102785618540902,0.246103652823167,-0.354747392823167,521994.700206896,357865.969173189,422945.41654262,267594.513443174,396500.035868809,177.769806931324,673558.767888233,119085198.973974,5.35734298356903E+020,1.07513666001171E+018,4830959.64082406,1855764801.84774
1454889600,-0.110421000000003,-0.117558233351648,0.241790088761439,-0.35987920876144,513243.663805642,352434.520232609,418264.977171234,266494.42008987,396672.392983571,172.357114761992,700012.77692084,119473392.069615,5.51055335019284E+020,1.0733910254531E+018,4429951.44059585,1697794350.80817
1454976000,-0.2366658,-0.167900918196803,0.213103426474826,-0.371169106474826,512107.361295525,353824.062008498,419735.526776464,268338.525528075,396845.412441104,173.019457532539,699311.644960025,120027966.78423,5.63590728652142E+020,1.11261172743578E+018,4028394.90266539,1539498602.88502
1455062400,0.0879306000000035,-0.110727842161019,0.214610824603536,-0.371738704603536,509252.386514521,353405.687097862,419406.158271653,269430.248159335,397016.791997267,171.379556162987,706424.693991684,120223441.91437,5.73846959806298E+020,1.11803366225055E+018,3776305.46402387,1440565038.70062
1455148800,0.0115986000000001,-0.0870807799499249,0.196159428238629,-0.31156780823863,507125.04351188,351105.198534615,419115.584040443,271216.384857637,397191.920725036,175.128727769716,694219.882205318,120681954.293576,5.82238421659698E+020,1.16121742027554E+018,3572039.91528359,1360213541.38083
1455235200,0.0730007999999982,-0.0491264563226664,0.205615946232058,-0.313109966232058,500672.12650972,345303.526073776,415638.932396726,270394.860338067,397366.29877503,174.378049993404,679832.772309402,117863512.240198,5.89104163176117E+020,1.17079860654392E+018,3406377.13136105,1296883691.22503
1455321600,0.112712400000006,-0.00603910062763444,0.21978586252748,-0.31671784252748,490643.376235226,335507.248605816,409574.217415503,264572.3402766,397537.335361388,171.03658635824,670870.990863869,114318274.378344,5.94721588053186E+020,1.15976784545635E+018,3258732.81173345,1244126663.94503
1455408000,0.230928000000006,0.0650370994864827,0.255742337607354,-0.331488857607353,491322.21691973,329872.29431385,411946.723339957,257614.823862673,397707.456204772,170.120843384014,662478.442689276,112388076.855009,5.99317662952607E+020,1.16382703492899E+018,3170736.59470504,1219084713.77597
1455494400,0.1047954,0.0849683541253038,0.266484072442385,-0.332670432442384,492539.450207052,332104.604438604,413633.864550874,258184.67406946,397874.282349359,166.826144586921,680676.506937159,113028481.97228,6.03078087870315E+020,1.15053682739038E+018,3299080.80412874,1280874982.93598
1455580800,0.230035199999996,0.139227198829793,0.298637847398179,-0.342529467398179,490217.731987588,331087.585449767,410352.616450715,258239.278784103,398035.867376748,161.585027389299,695178.101196279,111557861.250047,6.06154799166621E+020,1.12225919257747E+018,3419844.29056406,1338211855.65059
1455667200,0.359590799999996,0.222880071769829,0.359115113728693,-0.354016073728692,499194.689808027,337797.115367991,418629.958914221,264161.77355063,398196.25512643,160.387749682154,709502.273999301,113086243.386402,6.08672108409054E+020,1.11647371691221E+018,3521867.87283504,1394504665.6489
1455753600,0.126346799999997,0.220643331448041,0.369172363597646,-0.335493463597646,498560.928024749,336655.276210175,418132.511838908,265016.723814152,398358.208739807,161.953613376308,698846.354358761,112525327.679784,6.10731725061953E+020,1.13461662230705E+018,3581197.37039288,1434678886.27709
1455840000,0.177239999999994,0.234235453002941,0.380704069384509,-0.33644554938451,500609.668383886,341139.407808325,416326.964231834,265244.955847942,398517.079878024,158.871138216979,711259.024726133,112290145.556187,6.26962320505234E+020,1.12501983741659E+018,3798885.80391812,1538295558.47958
1455926400,0.215967000000004,0.257091734275135,0.40173564757341,-0.33311454757341,500536.455950452,339778.242752266,418059.516189683,263705.509330135,398674.338082019,157.25820399571,716079.188715322,111994753.455062,6.40241898595192E+020,1.14060103479268E+018,3858713.51688332,1581611005.16157
1456012800,0.113007000000001,0.244592328043292,0.387472402959731,-0.27610394295973,504468.191232188,336952.925888217,422689.967791558,258947.598542837,398826.276612561,151.938530541945,739657.964062536,111315269.917778,6.5110700794152E+020,1.1229345681671E+018,3919984.7331259,1628184808.28578
1456099200,0.124777800000007,0.237932450217241,0.392792507837424,-0.260593667837423,510689.24737179,337887.484817632,430404.882738548,263102.580625958,398973.680864823,147.404252261591,768491.080117022,111817310.478182,6.59996642861244E+020,1.10443092089257E+018,4017881.9270114,1685941435.73916
1456185600,-0.0215663999999993,0.188136731995925,0.356110890984622,-0.192680490984621,517097.929667828,345197.033032608,433835.813149721,266483.384148511,399119.011616673,145.330751850393,789345.40779628,113325767.482149,6.67269980522836E+020,1.10335240599084E+018,4007235.23020507,1686649341.3478
1456272000,0.0972690000000043,0.183405507996667,0.351205097387519,-0.193625537387518,508341.215182769,342032.663390316,424610.93803159,262732.768848782,399259.373140914,140.36152424123,812767.059383396,112419884.303576,6.73220893155048E+020,1.07630103757563E+018,3945264.70080267,1660397442.87267
1456358400,0.0754037999999957,0.172908688360908,0.352622636143108,-0.189952976143108,511444.448785902,347709.08822844,423825.676571301,263057.356330821,399402.396206203,143.023065288279,810268.526592281,114497886.248381,6.78089821672312E+020,1.11119485326531E+018,3790111.14411237,1596122524.18119
1456444800,0.0758916000000021,0.164468199568016,0.342801520724524,-0.157817740724524,504760.003552101,344572.708550542,417901.189921973,259442.38245249,399544.869623257,142.473417054047,802080.603575502,113158796.566857,6.82073490459164E+020,1.11439257972838E+018,3697824.16386675,1558556134.91126
1456531200,0.136019400000005,0.175782890555651,0.346612378056056,-0.148226278056056,499417.275633537,339069.852450443,412124.791754342,254693.767461128,399688.166055392,143.296432135129,778774.8772606,110595955.191065,6.85332855830225E+020,1.12762001014303E+018,3484913.25793914,1473584895.95806
1456617600,0.067701600000003,0.164338001363715,0.336812493085493,-0.120614133085492,497479.043700167,333566.970186726,413195.011435371,257357.44610456,399829.772227139,141.606171746924,778373.388043611,109407588.065417,6.87999609315639E+020,1.11889589368408E+018,4393637.83840703,1867526968.08424
1456704000,0.133975199999998,0.175056910206676,0.291850379825499,-0.0385879198254981,509344.672118318,339858.79378914,424205.918447121,261341.728631003,399969.813640386,140.041413247483,802905.35576774,111600534.780795,6.90181498530977E+020,1.11628179439696E+018,5398672.09771751,2314447139.59344
1456790400,0.115777800000001,0.178312562896371,0.292381809872496,-0.0363346298724957,519462.913551352,346156.285827478,435040.660547645,266110.141607185,400110.029342134,140.215701747941,821474.544467609,114511357.729742,6.91966680616254E+020,1.11608364731403E+018,6417100.7913814,2760590053.52125
1456876800,0.0494172000000015,0.160867006006122,0.289677341786117,-0.0298483017861164,526409.292905651,358136.597495209,439720.904084437,272190.479496787,400253.296734473,143.267392339224,835802.883226827,119390024.324334,6.93427284140572E+020,1.14365773386564E+018,6288935.55180325,2706190689.76388
1456963200,0.0303047999999961,0.140801732186826,0.291616573911904,-0.0360571339119039,533815.42146826,358125.579768808,441845.466978175,265866.937770099,400395.060964569,141.764230095729,851262.850586259,120285004.447182,6.9462232338774E+020,1.13708930824464E+018,5786434.14856143,2482836747.43946
1457049600,0.00530400000000597,0.116808689971042,0.294693381178012,-0.0498747811780122,532451.708474031,362093.656174479,430127.018436689,259580.949084626,400539.231698284,144.170733714687,839500.822620428,120582024.184058,6.91963719135424E+020,1.15795632094748E+018,6090261.6847841,2598243790.58301
1457136000,-0.00896519999999734,0.0928540190672166,0.284204476737944,-0.0633751967379437,530354.852387844,361937.173233665,426894.105993655,257522.049251058,400684.462298596,145.230600312017,828689.254871259,119931761.605139,6.89788497474438E+020,1.16188880290325E+018,8530469.41600723,3545903166.68057
1457222400,0.0591617999999983,0.0938992883277222,0.283350363955455,-0.0670844439554552,509750.333771872,343485.505372998,410945.904903899,243264.767569047,400830.196426124,145.734127528014,792355.972658794,115047935.495113,6.88008770660904E+020,1.16171732069365E+018,7344559.84072238,3048301977.54557
1457308800,0.0844325999999995,0.102412326813591,0.267073910693888,-0.0653682506938883,491513.727631532,331997.049850635,395808.104012281,236324.082556493,400973.615257738,143.41883161383,777080.421922472,111259088.859638,6.86552630540739E+020,1.14384359743612E+018,6535854.94868932,2709024509.98409
1457395200,0.0265554000000012,0.0918389946656655,0.203512736241221,-0.0351106162412199,486821.049880344,328876.131695974,392490.448737321,236048.976637131,401118.957938149,145.342680411315,759496.11144306,110080431.612431,6.85361243169696E+020,1.15313598595336E+018,5767006.76719285,2389282074.03863
1457481600,-0.152635200000002,0.028887904726453,0.226200658790269,-0.0856967387902686,491111.040811191,340867.198660342,382432.912603263,233261.344521289,401268.420131213,149.462193063803,756701.676678522,112795496.591989,6.84386471684297E+020,1.18139086227571E+018,5093218.19322855,2109005763.38679
1457568000,0.109904400000005,0.0569399220489176,0.216216458984302,-0.0824460989843003,481945.215209156,331868.617085735,379667.473948124,231435.100062873,401418.889198265,150.469067052203,742208.067429055,111365944.120719,6.83588931378061E+020,1.18853214027473E+018,4610054.07624934,1908676110.2517
1457654400,0.126205200000005,0.0848312089491158,0.198330729027846,-0.0735365490278435,471486.994262037,323234.68670651,374933.024139374,229432.71823326,401571.091162217,152.201963951802,718955.850623772,108988743.371497,6.82936398400232E+020,1.20334631397281E+018,4200979.02232077,1741408434.46347
1457740800,0.0184110000000048,0.0749864436856417,0.192808522833834,-0.0774739428338319,454218.995305303,309928.016396236,363518.29247767,223447.860372667,401721.801859996,150.710697778747,692609.19722753,104202261.48577,6.82402507782008E+020,1.19189941878035E+018,3769212.77407698,1562130369.40554
1457827200,0.0991709999999957,0.0914043630155237,0.189429586805073,-0.0766556868050719,449139.359795248,299791.649778738,361597.512027184,215800.067577637,401869.292430906,147.490570909884,682673.859932572,100683545.579267,6.81965688185279E+020,1.16192036519713E+018,3378064.85005141,1399599560.65059
1457913600,0.0931511999999968,0.103013024285427,0.191055831946425,-0.0668101719464244,450359.112559748,300035.713455331,363604.873476787,216342.600745339,402017.602898014,148.310467108087,690591.422480717,102447538.928491,6.8160829033341E+020,1.16956020267808E+018,3202530.90786318,1326588098.10347
1458000000,0.0615768000000028,0.102943019869896,0.188260026726323,-0.0675835867263227,450079.273912521,300745.765554362,365159.623753735,218467.218791641,402168.22055292,150.617654906617,685792.605970954,103263598.577856,6.81315873909154E+020,1.18378341752961E+018,3197323.67916807,1325093028.42248
