time,eth open,eth high,eth low,eth close,eth active adresses,eth sending adresses,eth receiving adresses,eth new adresses,eth blocks,eth blocksminted,eth meanblocksize,eth totalblocksize,eth difficulty,eth hashrate,eth totalvolume,eth totalvolume usd,eth totaltxfees,eth meantxfees,eth mediantxfees,eth totaltxfeeusd,eth totalgasused,eth meangasused,eth mediangasused,eth meantxgasprice
1439769600,1.48124,1.56603,1.20089,1.20786,1117.47282868308,766.975921940416,878.279734461887,569.486949654686,79675.0435991152,5368.92590886152,639.279370679134,3431882.91340413,2908640674090.88,165999161858.52,2951384.88823447,4150223.04486687,21.7933182974545,0.00922053809090909,0.00122759836363636,26.1352190098603,97457141.4636364,36564.7999829225,21000,275594368368.018
1439856000,1.20786,1.3201,1.11556,1.26834,1149.56867801343,777.343936133068,908.77432819609,516.125686081107,84925.9447629125,5292.39392543215,640.95371748111,3391307.83823974,3167034661317.45,181389828106.342,2696354.71128661,3733575.88079109,19.9956370324628,0.00841205661983471,0.00122361502479339,23.9813301729238,91886099.9247934,34787.7205809093,21000,252125031258.939
1439942400,1.26834,1.31799,1.17195,1.26799,1185.82891837462,784.190493199783,950.815359433164,470.284652248178,90166.1366242011,5274.14048444449,643.202327189999,3391441.50401434,3399770358699.91,196678867177.88,2415123.26419795,3316049.42920857,19.1656940574696,0.00774692632531931,0.00122187411119459,23.1286185052758,91860756.66574,33601.6885971731,21000,241662907384.204
1440028800,1.26799,1.53046,1.2534,1.49242,1182.22366048833,758.519494436186,955.212566808953,419.323806384873,95185.2026925282,5046.84221454549,644.455211491817,3250447.59419355,3574171232236.47,198841506369.854,2051890.66414511,2815670.02299879,16.9274891270206,0.00687963062980671,0.0012150770000683,20.6077829277512,86633839.6356055,32474.9388368379,21000,215726339278.089
1440115200,1.49242,1.55526,1.39912,1.43348,1226.00117676318,786.061404538698,1004.26482738914,392.71947795126,100216.802202978,5054.32544826449,648.660681900578,3277034.21343108,3750350862915.48,209961652138.207,1785508.28817107,2463108.84134097,15.277953234835,0.00599321596984185,0.00118506300005588,18.9944405107541,90224045.701859,31505.799571182,21000,190965806264
1440201600,1.43348,1.47576,1.37198,1.3904,1260.00096280624,794.595694622571,1045.85304059112,362.770481960122,105291.929075164,5093.72082130731,648.547422236836,3302265.62917089,4000702560213.21,225264531814.914,1550772.8276126,2142882.90386312,20.2359929794105,0.00706499670259788,0.001179044272773,26.5215623080733,90318618.301521,30387.4037945434,21000,256761356580.973
1440288000,1.3904,1.40365,1.31383,1.3597,1316.18260593237,809.578295600285,1110.60703321091,352.630394331009,110355.760152407,5079.04430834235,654.373756397412,3322182.60568527,4191879110886.44,238482423754.212,1359329.57873171,1875874.26283644,18.0203156504267,0.00612975912030735,0.00115558167772336,23.6819510115979,95315678.4285172,29974.2654608864,21000,223430106803.773
1440374400,1.3597,1.3597,1.25061,1.25061,1337.96758667194,820.200423672961,1142.13302717257,319.424868089007,115441.440124696,5098.12716137101,657.678064997882,3352055.95010613,4388034262483.27,251616429630.202,1196231.59410336,1644394.42735157,16.3577646994401,0.00537939746206965,0.00113638500904639,21.4803076400039,95739902.7142414,28530.3438772525,21000,199608235513.044
1440460800,1.25061,1.25061,1.15005,1.16825,1381.24620727704,839.800346641513,1187.01793132301,299.893073891006,120529.178283842,5097.92222293992,661.687478830995,3372515.4137232,4574972795972.86,261311811628.225,1052635.79706866,1433835.91038313,14.885399450451,0.00473601974169335,0.00112067864376522,19.3716677330472,99147203.4934702,27981.866620643,21000,177212617350.136
1440547200,1.16825,1.20108,1.07725,1.16657,1407.74689686304,845.654829070329,1221.3783074461,275.912515001732,125601.509504962,5080.66363695084,662.953829688996,3367561.3385008,4801607022339.25,272601513709.37,941136.287867622,1264401.89181702,13.5330957830962,0.00420075069774911,0.00110782798126246,17.3964808697577,99213386.3128393,27247.7066470933,21000,155988716113.562
1440633600,1.16657,1.18558,1.14248,1.14248,1440.88382470612,859.53576923936,1257.4913424559,260.837512274144,130607.598685878,5012.90661205069,671.131143730996,3361264.73150065,5030731776582.11,281740456633.277,819615.468239462,1092159.21603296,12.6490716479878,0.003719006934522,0.0010973138028511,16.0660371258926,108063333.710505,27103.7293123309,21000,138410238994.283
1440720000,1.14248,1.20723,1.12382,1.19661,1457.08676566864,867.98381119584,1277.40200746392,239.5943282243,135549.4898339,4947.46904622329,674.721858938088,3334610.23486417,5263145488231,291715021034.519,725222.13376768,957408.049135815,12.1538128701719,0.00342209476460891,0.00108871129324181,15.2532789542687,108761556.490413,26451.966345918,21000,130131996874.378
1440806400,1.19661,1.20657,1.15443,1.18719,1442.16189918344,861.441300069324,1269.51073337957,214.213541274427,140379.946227736,4835.02012872815,676.051793320254,3265142.19216159,5529636516711.37,299345602661.214,671626.301406443,875346.524674241,10.9453835355952,0.0030418266255891,0.00108167287628875,13.6572377013686,107006286.219429,25996.1197995075,21000,116691832112.547
1440892800,1.18719,1.36799,1.17454,1.32773,1475.22337205917,871.906518238538,1307.59969094692,207.447442860895,145087.592368148,4711.38010532303,678.394460369298,3191940.15722312,5791441804957.85,304189851744.666,625133.719239783,812427.31069363,9.97970902730513,0.00271282542093654,0.00107591417150898,12.4777360002193,106213071.088624,25351.4583534188,21000,105503407084.338
1440979200,1.32773,1.38519,1.2119,1.35427,1482.27366804842,883.741696740622,1319.67247441112,192.27518052255,149688.757392121,4604.22008617339,687.895718996699,3159177.40136437,6095958625052.24,311417274867.893,581445.629080813,757515.589114366,9.51513171506783,0.0024793826171299,0.00107120250396189,11.999404821625,110363487.981601,25257.4764930936,21000,96943427899.6652
1441065600,1.35427,1.39274,1.34315,1.35453,1494.76936476689,888.152297333236,1336.27747906364,184.770602245723,154169.34695719,4483.08916141459,697.602430230026,3115539.87384358,6395770133741.65,318108931025.897,733878.964517236,970746.207759549,9.21124774141914,0.00230534577765173,0.00106734750324155,11.7565587677688,115785916.348583,25611.5532932311,21000,89621268218.2957
1441152000,1.35453,1.35453,1.28206,1.28978,1498.26584390018,884.488243272648,1345.13611923389,176.266856382864,158485.647510428,4318.34567752103,710.08953761184,3047439.71496293,6939896954668.26,322626406483.631,650910.518007015,861031.719101214,9.01897275752475,0.00217156290898778,0.00106419341174309,11.5809584540159,120073457.557931,25832.5830820727,21000,84098065160.6664
1441238400,1.28978,1.30999,1.22388,1.27205,1488.94478137287,863.854017223076,1340.74773391864,166.218337040525,162632.257053987,4148.28282706266,718.326072922414,2957993.58496967,6964199390483.67,323191993545.787,633796.361234585,833206.720338725,8.64643692342934,0.00204202056189909,0.00106161279142616,11.0867754556067,121209897.092853,25943.7835546759,21000,78816868487.9441
1441324800,1.27205,1.30252,1.23799,1.28038,1481.13663930508,843.516923182516,1338.79360047888,156.724093942248,166832.755771444,4201.86776759672,726.331648925612,3036022.20588427,6830700782587.54,324972637966.958,550660.356297822,722493.725212411,8.84414954826037,0.00198442591428108,0.00105950137480322,11.3193243327247,129566210.530516,26613.9132373966,21000,75173622483.602
1441411200,1.28038,1.3423,1.27234,1.33422,1480.20270488597,839.968391694786,1341.55840039181,150.592440498203,171164.25472209,4332.61908257914,731.161338220955,3157653.80481441,6740323266568.72,330409000104.353,480990.450247433,630763.468014572,8.89816387039485,0.0019247702935027,0.00105777385211173,11.4244864450687,134998430.615877,27027.7310845954,21000,71463535553.1335
1441497600,1.33422,1.37157,1.29691,1.29844,1499.25675854307,861.97413865937,1351.63869122967,143.211996771257,175613.299318074,4449.96106756475,731.579171535327,3247382.38575724,6663449232306.59,336381278496.097,447398.459460414,587964.758973241,8.74495002668669,0.00184009569468403,0.00105636042445505,11.3020869294125,136411372.503899,26815.3027590926,21000,68486496098.3449
1441584000,1.29844,1.30231,1.24249,1.24443,1523.2100751716,879.615204357667,1374.24983827882,148.627997358301,180132.335805697,4519.78632800752,735.401125301631,3318416.13380138,6582092829730.12,339684545055.089,402875.538808224,527952.216178376,8.83794500365275,0.00180068920474148,0.00105520398364504,11.3903074676682,142691880.230463,27390.9638881267,21000,65778816923.5756
1441670400,1.24443,1.28008,1.23476,1.23476,1526.26278877677,899.139712656273,1378.93168586449,141.786543293155,184724.820204661,4593.09790473343,739.762222937698,3394788.29129204,6494642349307.19,340875191842.193,377567.512426218,491963.673015285,9.11830523935225,0.00180898207660666,0.00105425780480049,11.6813761006672,145768577.461288,27572.7728859255,21000,65624966539.5584
1441756800,1.23476,1.26048,1.20693,1.21948,1529.30591809008,912.568855809678,1386.39865207094,145.643535421673,189397.761985632,4673.44374023644,744.282551818117,3477532.60196621,6454828850127.88,344609913843.619,517252.69970956,658532.58971565,9.24963175401548,0.00179934897176909,0.00105348365847313,11.7561983100263,150829933.559236,28192.0778222463,21000,63471335856.6465
1441843200,1.21948,1.21955,1.13802,1.16758,1531.06847843734,925.0108820261,1388.87162442168,136.981074435914,194130.714351881,4733.36306019345,741.674748982095,3509233.5834269,6436707310538.45,348166906603.842,460661.947189895,583433.268749561,9.00893637510357,0.00174200552235653,0.00105285026602347,11.33595716848,149139728.548465,27884.3356000342,21000,61863939822.7128
1441929600,1.16758,1.16993,0.945633,0.979463,1561.96511872146,952.463448930445,1421.98587452683,143.893606356657,198937.857196993,4807.47886743101,740.626425008987,3559065.2955311,6505895538641.82,355854487313.902,508985.394965021,616031.156727502,8.98489851599383,0.00167511542738261,0.00105233203583738,10.9694303853773,151117906.812381,27318.2478157335,21000,60745733119.9633
1442016000,0.979463,1.10676,0.973597,1.04404,1558.51691531756,948.742821852183,1422.53389734013,139.185677928174,203784.792252085,4847.20998244355,744.407692885535,3607765.05997999,6587428136173.85,363349873437.708,456030.444943345,544754.721773416,9.4157957294495,0.00173947625876759,0.00105190802932149,11.0990268878045,157517231.028312,28404.7795989274,21000,60942909365.0845
1442102400,1.04404,1.04404,0.917519,0.942978,1565.69565798709,948.244126969968,1431.34591600556,147.515554668506,208654.284569888,4869.7172583629,747.890158775438,3641928.32180181,6650306186393.88,370745894199.243,413876.371273584,485697.955363611,9.44541935500414,0.0017107405753553,0.0010515611148994,10.7896655142454,161165653.023164,28570.9525309006,21000,59373930351.8066
1442188800,0.942978,0.949387,0.87369,0.878945,1575.93281108035,958.74519479361,1445.82847673183,147.603635637868,213520.41464809,4866.31412047874,752.122869548994,3659931.53601966,6639227774670.08,370953462195.83,387249.07465779,441542.284777119,9.52835191227611,0.00172279137983616,0.00105127727582679,10.4626899423193,163069407.200771,28976.844115375,21000,58355468407.3583
1442275200,0.878945,1.04551,0.878945,0.944162,1559.58139088392,946.609704831135,1430.95057187149,149.675701885529,218382.157439347,4861.89337130079,752.705013127359,3659449.80219791,6571297998617.52,368913462503.302,426556.036091585,462415.62564029,9.32810559186227,0.00169282203804776,0.00105104504385828,9.97299394397162,160432831.709721,28702.3014232268,21000,57416492604.8937
1442361600,0.944162,0.951263,0.904175,0.904175,1550.38477435957,939.77157668002,1419.68683153122,143.916483360887,223261.03790492,4879.00366742792,750.140186469657,3659639.65634374,6508394681307.79,366276954785.629,449959.273895551,471415.12130204,10.3860167715237,0.0018540289402209,0.00105085503588405,10.6985999697806,157836553.217045,28009.1315583147,21000,67253232007.2352
1442448000,0.904175,0.90695,0.838742,0.87475,1544.13299720329,944.722199101835,1411.19831670736,135.386213658908,228127.031013116,4866.09390971375,750.731510907901,3652852.62791761,6374336101756.19,360719596048.802,421918.616144013,432760.16673321,10.0533816839739,0.00180674913290801,0.00105069957481422,10.1148974925456,155885606.450309,27899.1643382557,21000,65141357257.372
1442534400,0.87475,0.886781,0.837073,0.852036,1528.65427043905,933.499981083319,1395.70771366966,133.134174811834,232997.20719255,4870.25865340216,756.903163157374,3686202.87738713,6225344733716.34,353291845563.531,419352.761459236,418162.243683225,10.3772797541605,0.00184911838147019,0.00105057237939345,10.1356373284412,166260816.732071,29499.8133780674,21000,63425319931.7492
1442620800,0.852036,0.911883,0.834555,0.887568,1499.26258490468,913.590893613625,1368.85176572972,122.564324846046,237905.169521177,4908.02980732904,752.864341054215,3694303.08149856,6146119583851.91,348293438493.284,414150.795750564,402728.785656049,9.94181150249494,0.00179174413029379,0.00105046831041283,9.53066992157347,163493156.053513,29412.2107011715,21000,61282472848.5776
1442707200,0.887568,0.947741,0.875112,0.947741,1493.21484219474,909.483458411148,1365.24235377886,117.73444760131,242885.320517327,4980.20620599649,755.245822357085,3761417.24849882,6216636922093.38,354171833711.194,362772.738945734,350940.105657928,10.1286904056777,0.00177751247024037,0.00105038316306504,9.58492124165108,171302782.771056,29927.6499130967,21000,59760267859.2105
1442793600,0.947741,0.956595,0.882612,0.915485,1498.0848708866,922.850102336393,1367.92556218271,110.51000258289,247882.716786904,4997.44144126985,759.53466970307,3796175.02149904,6298806103230.41,359627987887.242,325488.69873517,313706.678488111,10.138154321009,0.00174791202110576,0.00105031349705321,9.55764022919153,174866349.176319,29991.3386247373,21000,58198651936.7024
1442880000,0.915485,0.919047,0.869818,0.900873,1504.43307617995,935.422811002504,1371.75727814949,106.780911204183,252889.859189285,5007.17936103897,768.161634060693,3847065.1994083,6382586040201.42,364627222952.877,301696.025217235,288352.8521955,10.3683344771892,0.0017348534718138,0.00105025649758899,9.67637397329911,181525555.326079,30189.9093851796,21000,56974431856.5211
1442966400,0.900873,0.907817,0.886432,0.89531,1545.80888051087,940.073209002049,1419.07413666776,109.36620007615,257925.702973051,5035.87402266825,771.052249569658,3883902.43587952,6504930125210.07,373260281819.612,270680.060167487,257294.876305781,10.4286858631548,0.00168218920421129,0.00105020986166372,9.66110953699921,184606591.084974,29574.6439982178,21000,56021413709.193
1443052800,0.89531,0.905979,0.815913,0.818385,1549.84362950889,949.332625547131,1426.33338454635,106.026890971395,262958.847887042,5033.16965491039,772.979307015175,3891314.72026506,6586236177798.97,379656378853.801,277233.358068304,258603.067605052,10.4088350280357,0.0016777948034456,0.00105017170499759,9.52247050208142,184456756.705888,29566.1699901291,21000,55701637898.8971
1443139200,0.818385,0.825665,0.729898,0.740991,1547.32660596182,951.090329993107,1423.18186008338,100.022001703869,268008.875543943,5050.04789947213,771.901808070598,3898696.4074896,6692086961212.61,385842443808.854,347121.030283476,304355.221446976,10.3047913720292,0.00167841029372822,0.00105014048590712,9.17038708308561,183395058.759363,29740.9888210293,21000,55083194174.576
1443225600,0.740991,0.785929,0.716408,0.785929,1524.17631396876,939.073906357997,1407.33061279549,92.7452741213471,273037.079990499,5028.22100865902,770.597662255943,3875317.78794603,6794568501641.41,390671918912.277,329706.917835413,282677.532132313,10.1201286643876,0.00165916660395945,0.00105011494301492,8.74703590220473,179199597.348569,29268.2061451349,21000,55125460335.7845
1443312000,0.785929,0.791277,0.721488,0.721488,1504.14425688353,932.515014292906,1391.45231955995,86.6097697356476,278018.88362859,4981.81718890283,762.257390578499,3799645.09922857,6842729607660.97,392476645117.867,339378.64515978,283265.225143121,9.81171807995346,0.00162340540323955,0.00105009404428493,8.3003104418547,176754946.55792,29178.8485253122,21000,54380100256.8894
1443398400,0.721488,0.724006,0.586728,0.592411,1511.5725738138,943.148648057833,1397.73371600359,89.044357056439,282956.359332483,4937.4867909205,760.97662322059,3759382.35391429,6763194056686.07,388327227460.855,407446.859045414,316327.824416187,9.71365053996192,0.00160357714810509,0.00105007694532403,7.88974830791339,175853930.274662,28975.0645061754,21000,54071656825.0266
1443484800,0.592411,0.675553,0.570101,0.660874,1515.2866513022,940.030712047317,1392.69122218476,92.1272012279955,287839.748544759,4883.39828348041,761.195567902301,3718861.74411169,6581990219221.87,376809366710.225,406859.566008459,304400.556216746,9.56159197269612,0.00159331039390416,0.00105006295526512,7.45641871339071,172120997.861087,28628.5352075144,21000,54319926831.4191
1443571200,0.660874,0.741767,0.636065,0.72554,1510.68907833816,934.934218947805,1385.29281815117,88.6495282774509,292700.157900257,4860.41677739306,757.686430496428,3684377.06336411,6375919113011.17,364578691461.848,425568.67392917,311438.306916131,9.34772563584228,0.00156334668592159,0.00105005150885328,7.12688477437736,170156398.795435,28419.9616077591,21000,53800207963.7337
1443657600,0.72554,0.731493,0.656804,0.685201,1503.6547004585,934.218906411841,1372.69412394186,87.6223413179143,297624.12919112,4923.9773633216,754.631455697078,3716309.59729791,6293439628910.96,360198924581.446,446101.48853023,322951.46415838,9.24231178568914,0.00152737637939039,0.00105004214360723,6.94052884986385,169657629.559901,27993.1970006192,21000,53377382751.1254
1443744000,0.685201,0.690814,0.655761,0.676397,1480.26293673877,916.179105246052,1355.65882867971,84.7819156237481,302587.923883643,4963.79966089949,757.983493713973,3763505.48869829,6273092388312.05,359407233996.445,392054.949262776,282440.595646339,9.33739994465475,0.00154251521950123,0.00105003448113319,6.87315777177318,170690236.003556,28161.5568460376,21000,53230170313.9674
1443830400,0.676397,0.709204,0.675613,0.687166,1463.66967551354,908.510177019497,1342.44813255612,90.639749146703,307572.301359344,4984.38154073595,759.923107387796,3788766.85438951,6286338320958.95,361256356609.783,343131.059215402,246624.139193666,9.41999056562661,0.00155333790686464,0.00105002821183624,6.86056163874841,171789834.002909,28298.8304525653,21000,53097880880.0096
1443916800,0.687166,0.693126,0.663306,0.66482,1450.82064360199,900.05378119777,1332.18483572774,89.2507038473024,312538.792021282,4966.49398787486,762.817264991833,3789129.06268233,6274200378912.6,359381723072.131,331205.292235089,236076.980639938,9.42216060642177,0.00152980374198016,0.00105002308241147,6.77862385674447,172487244.00238,27974.2294447207,21000,52667949100.9941
1444003200,0.66482,0.673942,0.626678,0.631597,1440.67143567435,891.680366434539,1327.06032014088,87.5687576932475,317513.011653776,4974.2223537158,764.379482806045,3802740.14219463,6302319591085.76,360270961444.983,300788.805965645,212891.281365239,9.79754477070872,0.00158427578889286,0.00105001888560939,6.92929925260756,180621454.365584,29178.1042457624,21000,52317925344.9246
1444089600,0.631597,0.653944,0.61014,0.653944,1436.00390191538,890.465754355532,1323.59480738799,86.7380744762934,322456.645898544,4943.63647122202,767.405594319491,3793805.02543197,6263566193834.17,358205213701.372,338216.507340152,231585.034813061,9.83350025785259,0.00157763291818507,0.00105001545186223,6.80187077399532,181502291.026387,29094.5956667165,21000,52146574221.2208
1444176000,0.653944,0.656301,0.605299,0.610834,1424.54864702167,887.471980836344,1317.12302422654,86.4220609351491,327411.255735172,4954.61165827256,774.81241090322,3839285.56626252,6210857864287.41,356080715148.168,333121.834917968,225215.45567789,10.2606801964249,0.00160185420578778,0.00105001264243273,6.96873516202256,189862444.657953,29612.9222617371,21000,51971072411.0692
1444262400,0.610834,0.631612,0.593559,0.626156,1407.35798392682,881.204347957009,1302.19156527626,81.6180498560311,332401.754692414,4990.50044767755,777.340906775362,3880048.37239661,6201522058827.16,356133336359.833,329540.884649379,218650.132520348,10.5719989552567,0.00162491525928091,0.0010500103438086,7.01512482179468,192906190.356507,29652.4031746395,21000,52880308360.1511
1444348800,0.626156,0.692296,0.621716,0.651403,1399.83835048558,876.258102873917,1297.24764431694,78.4147680640255,337376.708384702,4974.95491173618,777.704092847115,3869613.21377904,6211410008941.49,354559108974.281,310396.914934445,205768.265768247,10.7060388506646,0.00163351612122984,0.00105000846311612,7.09487857512967,190731275.01896,29125.6050438996,21000,54531629059.681
1444435200,0.651403,0.651403,0.626875,0.627045,1375.50410494275,859.665720533204,1279.56625444113,73.248446597839,342337.306860211,4960.59947323869,777.719681134912,3858421.53854649,6173154239108.67,352255621702.386,277322.763277991,183309.809032613,10.8290884450892,0.00165349864464259,0.00105000692436774,7.12966734954054,187732944.470058,28682.2511032542,21000,56415569772.51
1444521600,0.627045,0.639506,0.619282,0.634807,1361.77608586225,854.635589527167,1266.19057181547,67.9305472164137,347318.341976536,4981.03593264984,772.352158155837,3847001.25881076,6174161644644.01,353744518616.475,254702.075137318,167503.701787035,10.4963077459821,0.00162451161834394,0.00105000566539179,6.86460133919155,181690226.020957,28131.1755173971,21000,56397898053.7564
1444608000,0.634807,0.657789,0.62818,0.628556,1355.45316116002,849.065482340409,1257.4286496672,65.3977204497931,352329.734344439,5011.39303580441,775.099600756594,3884611.93902699,6191976790136.55,355996919989.943,257642.411675857,168507.098460795,10.5340349412581,0.00162432950591777,0.00105000463532055,6.85960521366034,185019589.471692,28531.9555406667,21000,55481898897.3926
1444694400,0.628556,0.63024,0.599758,0.60492,1377.18895004002,844.326303733062,1276.07798609135,81.3254076407398,357358.691736359,5028.95793838543,782.891130597213,3937974.13193117,6221547406778.09,359586872695.542,285562.760836037,183816.602816849,10.8593465519384,0.00165762595938727,0.001050003792535,6.98937970880418,192039789.931384,29307.9714110564,21000,55070576398.9186
1444780800,0.60492,0.611842,0.490826,0.527999,1411.33641366911,861.357884872506,1303.88198862019,100.175333524242,362370.38414793,5011.69285867899,784.395982335902,3931728.28976187,6266687376622.07,361490233184.279,414097.141778509,252868.654284556,11.0361923643132,0.0016712139667714,0.00105000310298318,6.94020667117962,192265281.762042,29124.4641639516,21000,55598913347.262
1444867200,0.527999,0.571756,0.518674,0.55996,1426.729793002,861.474633077505,1314.99435432561,114.688909247107,367366.496121034,4996.11233891917,791.623915418465,3955006.96435062,6241450614086.6,360106901610.71,484231.916390296,285539.249896123,12.4605835453472,0.00189528051826751,0.00105000253880442,7.53383890085034,220509268.896216,33553.8817917968,21000,55457865101.0946
1444953600,0.55996,0.568768,0.52539,0.53614,1415.68801245618,862.115608881595,1304.63174444823,107.472743929451,372342.042280846,4975.54645911569,798.034111126017,3970033.87992323,6162439376244.31,354416713390.232,461665.855407115,269431.230739687,14.045831364375,0.00211739678767342,0.00105000207720362,8.27001751422554,253293828.733268,38178.2906813483,21000,55084607125.7302
1445040000,0.53614,0.56346,0.527633,0.548025,1404.2901920096,860.821861812214,1287.42597273037,97.0231541240963,377332.216411601,4990.17437564011,796.190164568559,3972497.53811901,6141335582478.8,353861145341.373,422063.512624174,244278.85273071,13.726855198125,0.00207272464446007,0.00105000169953023,7.96779234173727,249125529.872673,37614.904884474,21000,54818233594.2875
1445126400,0.548025,0.551866,0.514461,0.514461,1392.60106618967,850.672432391811,1275.34852314303,98.1098533742606,382314.177064037,4981.96085279645,799.078946117912,3980357.62209737,6094307773497.2,351677994220.765,378291.268864453,217435.665086872,13.6152474530114,0.00206373834546733,0.00105000139052473,7.78987033924874,249171317.168551,37771.8717230297,21000,54307026052.0653
1445212800,0.514461,0.521546,0.484491,0.488678,1403.03723597337,847.095626502391,1284.55788257157,115.544425488031,387294.872143303,4980.6952431971,799.59327204011,3982018.23626149,6063054261435.16,349729046467.286,403095.304308227,224769.478247166,13.2668786688275,0.00201061137356418,0.00105000113770206,7.43881031350771,243288666.774269,36873.5538754752,21000,53970624908.2493
1445299200,0.488678,0.501898,0.434447,0.434447,1386.30319306912,841.987330774684,1269.00190392219,105.263620853844,392277.259026339,4982.38701716126,794.216211465545,3956632.55694122,6031600969401.32,347410030323.477,421004.750600939,228393.163109591,12.950540692677,0.00200045112382524,0.00105000093084714,7.1087272941068,233883007.724402,36075.4344864579,21000,53933703382.764
1445385600,0.434447,0.482988,0.424188,0.441415,1410.61170342019,844.353270633832,1294.8197395727,131.03387160769,397261.030112459,4983.77119585921,790.565240606355,3939597.1829519,6025273765553.81,345937129376.864,471191.89651299,243282.744946292,12.4424165176448,0.00193542546494792,0.0010500007616022,6.63821267541159,224171343.047238,34824.0158812619,21000,53870992643.1983
1445472000,0.441415,0.605191,0.423512,0.583846,1406.13684825288,841.561766882226,1283.57978692312,123.027713133565,402217.751910194,4956.72188752117,789.041655447018,3910918.96786974,5954947788456.57,341383532114.962,498112.080089743,250770.356902126,12.580250758073,0.00198494992586648,0.00105000062312908,6.53378889232874,226644239.402286,35722.9038693997,21000,54486074239.0921
1445558400,0.583846,0.611743,0.514059,0.522124,1423.5665122069,858.186900176367,1289.83800748255,117.204492563826,407230.160653795,5012.40881706278,794.220235496651,3982138.79189342,6001314560261.19,344355874933.778,548081.043347048,282484.855702149,12.7925581456961,0.00198694630298167,0.00105000050983288,6.72088770294002,232781887.329143,36101.4790237543,21000,53889927468.928
1445644800,0.522124,0.574343,0.520024,0.570135,1462.00896453292,857.789281962482,1331.68564248573,160.803675734039,412271.404171287,5041.24357759682,789.920703569987,3982592.10245826,6073805810300.98,350151631991.373,466585.142488812,241106.294204722,12.4114817955696,0.00193142879334864,0.00105000041713599,6.56824655496003,228897945.08748,35580.6545944881,21000,53318943996.4089
1445731200,0.570135,0.687019,0.563769,0.647926,1467.82551643603,863.82759433294,1338.10643476105,165.203007418759,417322.603412871,5051.19929076103,782.773461333626,3953959.53837494,6148418807534.62,357148455274.791,429316.670358882,226965.711226141,11.8056691291024,0.0018634199218307,0.00105000034129308,6.40469568558021,218207584.162484,34416.3241318066,21000,53012834118.8757
