time,open,high,low,close,EMA20,EMA50,EMA100,EMA200,SMA20,SMA50,SMA100,SMA2000
1302123600,1459.675,1465.269,1452.804,1458.198,1431.04345213032,1411.14643080007,1386.55155155988,1335.396787386,1427.2176,1402.74784,1390.39692,1331.65626
1302210000,1458.198,1475.215,1456.598,1474.837,1435.21426621315,1413.64410018046,1388.29977826166,1336.78425218813,1430.06895,1405.50838,1391.60879,1332.973445
1302469200,1474.837,1476.534,1459.446,1463.224,1437.88185990713,1415.58840997731,1389.78342621688,1338.04235913153,1431.91265,1408.12006,1392.57253,1334.244915
1302555600,1463.224,1467.432,1444.21,1452.897,1439.31187324931,1417.05149193898,1391.03319995516,1339.18519137898,1434.773,1410.35,1393.3357,1335.54595
1302642000,1452.897,1462.476,1451.279,1457.317,1441.02664722557,1418.63053147079,1392.3457504511,1340.36063226078,1437.69285,1412.79194,1394.17597,1336.819535
1302728400,1457.317,1474.923,1452.535,1474.275,1444.19315701361,1420.81266749154,1393.9681118283,1341.69311353182,1441.2101,1415.18784,1395.17102,1338.20056
1302814800,1474.275,1488.251,1471.555,1486.98,1448.26809444088,1423.40746484481,1395.80993139606,1343.13875419319,1444.6316,1417.95204,1396.40542,1339.57586
1303074000,1486.98,1497.937,1477.375,1495.307,1452.74799020842,1426.22705445874,1397.78017037831,1344.65286609177,1448.01295,1420.83138,1397.69549,1341.068445
1303160400,1495.307,1499.785,1487.744,1496.365,1456.90199114095,1428.97756212703,1399.73234522231,1346.16243956349,1451.4442,1423.48108,1398.79754,1342.48857
1303246800,1496.365,1506.035,1493.413,1502.321,1461.22761103229,1431.85377537695,1401.76380373276,1347.71625608525,1454.704,1426.2539,1399.94255,1343.958425
1303333200,1502.321,1509.077,1500.53,1504.903,1465.38717188636,1434.71845085236,1403.80616405488,1349.28030328838,1458.4336,1429.07816,1401.13998,1345.44139
1303419600,1504.903,1512.798,1503.738,1506.6,1469.31220313527,1437.53733513266,1405.84168555875,1350.84567340491,1462.2771,1432.07116,1402.06508,1347.00914
1303678800,1506.6,1518.4,1502.11,1507.087,1472.90980283668,1440.2647729706,1407.84654327045,1352.40031347054,1466.61595,1434.9761,1402.89915,1348.630125
1303765200,1507.087,1508.257,1492.994,1506.245,1476.0845835189,1442.8522328541,1409.79502756213,1353.93110637133,1471.0017,1437.6256,1403.9436,1350.201
1303851600,1506.245,1530.376,1503.212,1527.13,1480.94605175519,1446.15724333041,1412.11849236288,1355.65447844723,1476.2121,1440.6806,1405.3958,1351.91075
1303938000,1527.13,1538.557,1524.296,1536.337,1486.22138015946,1449.69370437628,1414.57826479134,1357.45231448258,1481.4133,1443.72714,1406.88937,1353.617385
1304024400,1536.337,1569.465,1532.057,1563.75,1493.60505823951,1454.16650028309,1417.53216053804,1359.50502777131,1488.17155,1447.19994,1408.66607,1355.490835
1304283600,1563.75,1576.472,1540.4,1545.408,1498.53867174051,1457.7445983112,1420.06435537887,1361.35480858951,1493.74305,1449.9761,1410.17845,1357.299625
1304370000,1545.408,1551.301,1527.124,1535.965,1502.1030839557,1460.8120650441,1422.3594176486,1363.09222342942,1497.74105,1452.7134,1411.5767,1359.17025
1304456400,1535.965,1543.341,1506.095,1516.265,1503.45183786468,1462.98668994433,1424.2189341308,1364.61633065897,1500.57055,1454.8065,1412.93275,1360.934875
1304542800,1516.265,1522.115,1462.702,1474.275,1500.67309140138,1463.42936877004,1425.21014335594,1365.70746169719,1501.3744,1456.239,1413.9755,1362.46475
1304629200,1474.275,1498.491,1471.328,1495.55,1500.18517793458,1464.6890013673,1426.60301180433,1366.99942725244,1502.41005,1457.9394,1415.1781,1364.03725
1304888400,1495.55,1514.04,1490.123,1513.797,1501.48154194081,1466.61480523524,1428.32962543197,1368.46009961809,1504.9387,1459.99134,1416.46337,1365.692035
1304974800,1513.797,1519.774,1505.954,1516.352,1502.89777604169,1468.56528346131,1430.07264275015,1369.93166081592,1508.11145,1461.64718,1417.77179,1367.342745
1305061200,1516.352,1526.687,1495.785,1501.371,1502.75236879962,1469.8517821491,1431.48449140856,1371.23951493716,1510.31415,1462.9864,1418.9317,1368.87475
1305147600,1501.371,1508.137,1478.245,1505.955,1503.05738129489,1471.26759461385,1432.95915494503,1372.57996752485,1511.89815,1464.7903,1420.19105,1370.429675
1305234000,1505.955,1516.562,1482.88,1495.035,1502.2933449811,1472.19964972703,1434.18837959958,1373.79842555942,1512.3009,1466.0712,1421.3049,1371.8777
1305493200,1495.035,1504.566,1487.56,1489.312,1501.05702641147,1472.87072228675,1435.27993643919,1374.94781435983,1512.00115,1467.21724,1422.36162,1373.31771
1305579600,1489.312,1497.752,1471.924,1486.738,1499.69330961038,1473.41453709904,1436.29890799485,1376.06015451545,1511.5198,1468.3722,1423.1687,1374.73005
1305666000,1486.738,1500.009,1485.054,1497.171,1499.45308964748,1474.34616309515,1437.50429595535,1377.2652375551,1511.2623,1469.70002,1424.02271,1376.225355
1305752400,1497.171,1499.854,1486.415,1493.27,1498.86422396677,1475.08827434632,1438.60856732257,1378.41951379833,1510.68065,1471.32782,1424.90781,1377.622205
1305838800,1493.27,1515.961,1486.886,1511.85,1500.10096454136,1476.52991064647,1440.05889272212,1379.7471803277,1510.94315,1473.20862,1425.81171,1379.104405
1306098000,1511.85,1519.041,1504.045,1517.093,1501.71925363266,1478.12062003288,1441.58432058901,1381.11380539907,1511.44345,1475.02348,1426.83584,1380.56372
1306184400,1517.093,1527.953,1513.416,1526.618,1504.0905628105,1480.02247807081,1443.26815582487,1382.56160833042,1512.4621,1477.64204,1428.29622,1382.07261
1306270800,1526.618,1532.361,1521.304,1525.308,1506.11127111427,1481.79838089156,1444.89270719468,1383.98197043659,1512.371,1480.1698,1429.7678,1383.55265
1306357200,1525.308,1531.027,1514.738,1519.209,1507.35867386529,1483.26546399385,1446.3643169532,1385.32751301931,1511.5146,1482.47538,1431.24509,1384.988445
1306443600,1519.209,1538.458,1518.538,1536.433,1510.12765730669,1485.35046540586,1448.14785523135,1386.83105020319,1510.14875,1484.83304,1432.91392,1386.53056
1306702800,1536.433,1539.124,1534.269,1538.735,1512.85216613462,1487.44397656641,1449.94166007826,1388.34253229072,1509.8151,1487.05414,1434.54427,1388.093835
