time,open,high,low,close,EMA20,EMA50,EMA100,EMA200,SMA20,SMA50,SMA100,SMA2000
1304636400,74.117,74.925,73.942,74.914,74.1713926733586,75.257848873548,76.5258788703361,77.9775231301487,74.1424500000004,75.3618399999999,77.1064099999995,78.4750199999998
1304888400,74.73,75.158,74.436,74.679,74.2197362282768,75.2351489177226,76.4893070115176,77.9447020044755,74.1238500000004,75.3183,77.0473299999995,78.4438199999998
1304982000,74.628,75.005,74.531,74.557,74.2518565874885,75.2085548425177,76.451043506339,77.9109935268191,74.1077000000004,75.26866,76.9854799999995,78.4135649999998
1305068400,74.544,75.419,74.402,75.286,74.3503464362991,75.2115919075171,76.4279733378966,77.8848741882438,74.1236000000004,75.2411799999999,76.9320699999995,78.3852449999998
1305154800,75.275,75.645,75.059,75.195,74.4307896328421,75.2109412444772,76.4035580242749,77.8581092709478,74.1472500000004,75.21572,76.8788199999995,78.3572849999998
1305241200,75.214,75.949,74.8,75.71,74.552619191619,75.2305121760663,76.3898242020121,77.8367350493463,74.1911500000004,75.20192,76.8309599999995,78.3337999999998
1305493200,75.888,76.001,75.248,75.611,74.6534173638458,75.245433267201,76.3744019405861,77.8145884319399,74.1978000000004,75.1838,76.7845899999995,78.3083649999998
1305586800,75.62,75.834,75.344,75.363,74.7209966625271,75.2500437273107,76.3543741793864,77.7901945171942,74.2125500000004,75.1553,76.7342099999995,78.2808449999998
1305673200,75.273,75.587,75.13,75.378,74.7835684089531,75.2550616203574,76.3350400372203,77.7661925816997,74.2635500000004,75.1287,76.6901899999995,78.2455199999998
1305759600,75.356,75.561,75.078,75.087,74.8124666557195,75.2484709685786,76.3103263731169,77.739533949046,74.3127500000004,75.08598,76.6461199999995,78.2080049999998
1305846000,75.09,75.763,74.957,75.435,74.871755545651,75.2557858325559,76.2929931776097,77.7166032629858,74.3791000000004,75.05916,76.6101899999995,78.1705799999998
1306098000,75.784,76.366,75.719,76.17,74.9953978746366,75.2916373685341,76.2905576691421,77.701214175792,74.4868000000004,75.05558,76.5798399999995,78.1392049999998
1306191600,76.244,76.323,75.82,75.953,75.0865980770522,75.3175731580034,76.2838733588621,77.6838190098637,74.6036500000004,75.04646,76.5451399999995,78.1077749999998
1306278000,75.941,76.269,75.747,75.941,75.1679696887615,75.3420212694542,76.2770837873995,77.6664775271785,74.7344500000004,75.03974,76.5018199999995,78.0759949999998
1306364400,75.902,75.976,75.339,75.597,75.2088297184032,75.352020435358,76.2636167817084,77.6458857109876,74.8605000000004,75.0313,76.4487699999995,78.0415499999998
1306450800,75.581,75.585,74.752,74.954,75.1845602214125,75.3364117908342,76.23768377613,77.61910077854,74.9615500000004,75.01602,76.3881899999995,78.0010349999998
1306702800,74.763,75.015,74.763,74.901,75.1575544860398,75.3193368186446,76.2112147904641,77.592054999649,75.0542000000004,75.00522,76.3287099999995,77.9592599999998
1306796400,74.717,74.763,74.439,74.508,75.095692154036,75.2875196885016,76.1774877649103,77.5613678852247,75.1231000000004,74.9855799999999,76.2658099999995,77.9152399999998
